Person,File,Transcription,Pauses
Jesse Helms,jessehelms_0.wav," nine  years  handed  me  a  clipping, (pause for 0.9s)  quoting  a  1973  statement  by  a  longtime  friend  of  a  great  many  of  us, (pause for 1.0s)  Senator  Sam  J.  Irvin,  Jr. (pause for 1.0s)  Senator  Irvin  is  now  deceased,  of  course. (pause for 1.5s) .ham  suggested,  well  instructed,  maybe  a  better  word, (pause for 0.6s)  that  I'll  share  it  with  you  on  an  appropriate  occasion. (pause for 0.7s)  And  this  is  it. (pause for 1.4s)  That  was  six  days  before  Christmas  in  1973. (pause for 0.8s)  And  unless  Senator  Irvin  were  to  run  again  in  1974, (pause for 1.0s)  Senator  Irvin's  Senate  career  would  end  on  January  3rd,  1975. (pause for 1.5s)  And  it  was  on  that  December  day  that  Senator  Irvin  issued  a  public  statement  that  the  ended  speculation  as  to  whether  he  would  or  would  not  seek  reelection. (pause for 0.7s)  Now  Senator  Irvin  did  not  run  again  in  1974, (pause for 0.5s)  and  he  later  explained  it  this  way. (pause for 0.7s)  And  I'm  quoting. (pause for 1.5s)  He  said,  there's  one  inescapable  reality  that  no  man  can  ignore. (pause for 0.9s)  And  that  is  the  time  takes  a  terrific  toll,  which  is  of  an  increasing  nature  with  those  who  live  many  years. (pause for 0.7s)  And  to  quote.  And  then,  Senator  Irvin  added, (pause for 1.0s)  I  would  hate  to  be  in  the  Senate  and  have  to, (pause for 3.4s)  in  saying  you  to  serve.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Ross Mac Donald,RossMacDonald_10.wav," or  less  immediately  from  life. (pause for 6.9s)  And  I  find  when  I  look  at  my  stories  after  I've  ridden  them, (pause for 1.4s)  they  generally  have  a  fairly  high  autobiographical  content. (pause for 0.6s)  They  generally  deal  with  the  problems  that  have  arisen  in  my  own  life. (pause for 0.8s)  Our  circumstances  that  have  appeared  in  the  lives  of  people  who  are  on  me  that  I  care  about. (pause for 0.9s)  The  essence  of  it  is  the  feeling  that  you  have  for  the  situation  rather  than  the  price  of  the  situation  itself. (pause for 1.4s)  I  don't  remember  anybody  ever  giving  me  a  plot  that  I  used (pause for 0.9s)  except  my  wife. (pause for 1.3s)  She's  a  great  plotter. (pause for 1.2s)  And  I've  given  her  plots,  too.  So  we  both  started  in  our  early  20s  as  serious  writers,  but  we  were  doing  different  things.  I  was  teaching  high  school, (pause for 0.9s)  and  she  wrote  some  humor, (pause for 1.0s)  and  then  branched  off  into  the  humorous  mystery  novel.  Her  first  several  books  were  humorous  mysteries  about  a  character  named  Paul  Price,  a  psychiatrist. (pause for 2.8s)  And  undoubtedly,  her  example  led  me  into  taking  the  whole  thing  more  seriously  and  to  eventually (pause for 0.5s)  writing  a  mystery  fiction  of  my  own.  I  started  some  years  after  she  did.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Stan Bowles,StanBowles_5.wav," At  adwaedd  hijaud  yn  dda 'n  rydych  chi  yw  IST  Mae 'n  cir魔wyn  i  am,  oedd  i  ag  다  unad  sy 'n  ez  ag  dod  fel  rydych  chi  byddiad  yn  dyn  ni  Yn  dydd  yn  ni  Mae  unad  sy 'n  70  roe  yr  너b  Oh  c  Plantor  â 'r前ll (pause for 0.8s)  Mae 'n  ni 'n  merell  uz  llev  hynOi  chi?  Mae 'n  arian",(pause
Leon Redbone,leonredbone_15.wav," black  community. (pause for 1.2s)  I  have  some  black  fans, (pause for 1.3s)  but  I  wouldn't  say  so  as  a  judge.  It's  a  rule  I  wouldn't  think  so  because  most  of  what  I  do  is  I  put  it  much  of  a  specialized  field,  I  guess  you'd  say, (pause for 1.2s)  if  you  had  to  generalize,  I  would  say  that  if  you  had  to  generalize  the  black  community  in  the  US, (pause for 1.6s)  I  would  say  that  most  of  it  would  be  contemporary  music. (pause for 1.0s)  It  would  not  be  in  any  way  historical  and  reference  and  it  doesn't  seem  to  be  the  case.","(pause, (pause, (pause, (pause, (pause"
Unita Blackwell,UnitaBlackwell_15.wav," I'm  just  glad  to  be  in  this, (pause for 0.6s)  because  somebody  deep  down  in  my  guts, (pause for 0.8s)  I  know  there  was  some  role  with  the  Bible  that  I  read  told  me  that  just  because  you  was  white, (pause for 1.0s)  or  whatever  color  you  was,  you  wouldn't  know  better  than  me. (pause for 1.7s)  Now  I  didn't  understand  how  that  scripture  kept  coming  up  with  some  of  the  slave  masters,  what  I  call  them,  slave  masters,  because  there's  plenty,  you  know,  they  kept  saying  that  you  know  you're  supposed  to  be  a  good  slave, (pause for 0.5s)  a  good  servant. (pause for 2.0s)  And  see,  I  went  to  find  it  out  through  listening  to  other  people  give  a  description, (pause for 0.7s)  is  how  people  interpret  something,  or  how  they  give  it  the  description  of  it.  I  felt  it  all  in  my  life,  something  was  wrong  with  this  kind  of  God, (pause for 0.5s)  that  put  me  in  the  situation  that  this  person  was  more  than  me, (pause for 0.8s)  just  because  of  the  color  of  my  skin. (pause for 1.0s)  I  didn't  understand  that,  but  in  this  movement  of  the  sixties  that  I  became  a  part  of,  I  know  the  real  truth  and  nothing  to  do  with  God, (pause for 0.7s)  it  had  to  do  with  the  evil  of  us  trying  to  make  one  group  of  people.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Ian McCaskill,ianmccaskill_15.wav," When  working  class  lads  didn't  have  aspirations  to  become  hydrologists,  if  I  tell  my  daddy  he  would  have  said  something  warm  and  supportive  like  away  in  Balia,  he'd  be  a  big  Jesse. (pause for 0.8s)  I  was  called  up  for  national  service  and  it  just  so  happened  that  that  week  they  weren't  looking  for  cooks  or  empty  drivers,  they  were  looking  for  meteorologists  and  I'd  studied  that,  vaguely  scientific  subjects  at  university. (pause for 0.6s)  So  they  said,  you  man,  don't  do  the  balloon  shit  there, (pause for 0.7s)  see  the  metal,  so  for  two  years  I  was  an  airman  meteorologist.","(pause, (pause, (pause"
Ben Bradlee,BenBradlee_5.wav," Yeah,  I  know.  I  wish  I  could  tell  you  that  I  knew  early.  I  thought,  well,  look,  once  we  traced (pause for 0.6s)  the  money  in  the  pocket  of  the  burglars  to  a  man  who  had  given  that  money  to  the  committee  to  re -elect  the  president  of  the  United  States,  we  said,  oh  my  god,  it's  in  the  White  House,  this  is  comes  from  the  Republicans. (pause for 1.6s)  And  then  once, (pause for 1.5s)  yeah,  it  was  the  money,  that  first  time  we  got  that  money.","(pause, (pause, (pause"
Ben Bradlee,BenBradlee_15.wav," And  we  were  just  desperate,  Oz  Elliott,  and  some  of  the  people  you  know,  were  just  desperate  that  we  were  going  to  be  sold  to  some  guy  who  made  catch  him. (pause for 0.8s)  And  we  thought  there  were, (pause for 0.9s)  you  know,  maybe  we  could  influence  this. (pause for 0.7s)  So  I  called  up  Graham  one  night  at  11  o 'clock, (pause for 0.5s)  and  I  said,  I  want  to  talk  to  you  about  buying  newsweek  because  there's  some,  it's  a  chance  of  making  a  great  magazine  out  of  it. (pause for 0.5s)  And  he  said,  well,  why  don't  you  come  over  now?  So  I  came  over  there  at  11  o 'clock.  I  stayed  till  five  in  the  morning. (pause for 1.1s)  And  he  said,  well,  go  back  now  and  write  all  this  down  and  tell  me  about  the  people. (pause for 1.1s)  So  I  didn't  go  to  bed.  I  came  back  at  nine  o 'clock,  left  at  50  page  document. (pause for 0.8s)  And  17  days  later,  he  owned  it.  I  mean,  incredible.  Turns  out  he  was  at  that  time  and  he  was  a  manic  depressive  and  he  was  at  that  time  and  a  manic  mood  and  he  did  it.  He  did  it.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Jimmy Fratianno,JimmyFratianno_0.wav," chances  try  to  stay  away  from  them,  go  someplace  where  they  can't  find  me,  just  live  as  long  as  I  can. (pause for 1.1s)  You  know,  when  they  find  you, (pause for 0.7s)  buy,  buy,  baby.  Five  of  us  went  to  a  winery  on  Western  Avenue  in  Los  Angeles. (pause for 1.3s)  And  they  took  me  in  first. (pause for 1.0s)  It  took  you  in  one  at  a  time. (pause for 3.2s)  And  there  was  like  40,  50,  the  members  of  the  family  there. (pause for 1.0s)  And  the  boss  would  be  in  the  front  end  with  the  under -boss,  the  consignati, (pause for 1.3s)  and  the  coppers  all  on  one  side.  And  around  the  table  there  was  the  soldiers. (pause for 1.0s)  Well,  in  the  middle  of  the  table  they  had  a  gun  and  a  sword,  cross  one  another. (pause for 1.2s)  So  they  bring  you  in  there, (pause for 1.1s)  and  so  you  hold  hands,  everybody  stands  up, (pause for 0.6s)  and  you  tie  each  other's  hands. (pause for 1.2s)  And  then  the  boss  says  something  in  Italian  that  lasts  this  maybe  a  couple  of  minutes. (pause for 2.0s)  And  after  that  they  prick  your  finger  with  the  sword, (pause for 0.9s)  draw  blood. (pause for 0.5s)  And  then  they  take  you  around  to  each  member  of  the  family.  You  kiss  them  on  the  cheek  in  a  douchey. (pause for 2.2s)  And  your  mate  member,  LaGos  and  Austria. (pause for 0.8s)  And  they  say  if  I  in  a  douchey  to  somebody, (pause for 1.1s)  and  I  say  he's  a  friend  of  ours, (pause for 0.5s)  that  means  he  was  a  member  of  the  family.  But  if  I  in  a  douchey  to  somebody, (pause for 0.5s)  and  I...","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Don Lane,DonLane_0.wav," Now  it  doesn't,  it  doesn't  get  old,  but  sometimes  it  gets  to  be  a  pain  in  the  room  because  you  can't,  you  can't  always  have  the  things  that  you  want  to  have,  you  know.  So,  but  it's  great. (pause for 0.5s)  Look  at  this  now.  I  remember  when  the  first  logeys  I  ever  went  to,  it  was  at  the  Palais.  Can  you  believe  that?  On  a  floor, (pause for 0.8s)  and  they  only  had  little  thin  ropes  to  separate  people,  and  that  was  it. (pause for 0.9s)  And  I  remember  Tony  Le  Mans  got  a,  a  logey, (pause for 0.5s)  and  she  went  past  the  table.  I  was  only  new  in  a  country,  and  as  she  went  past,  I  said,  I'm  gonna  get  one  at  all.  I  said,  meanwhile  I  got  a","(pause, (pause, (pause, (pause"
Jeanne Little,JeanneLittle_10.wav," They  absolutely  squirreling  without  it. (pause for 0.5s)  He  sort  of  drags  a  couple  up  to  sort  of  sit  and  have  dinner  on  the  stage,  and  he  just  keeps  on  saying,  come  on,  finish  eating  and  everything  like  that,  have  some  more  wine  and  blah,  blah,  blah.  And  they  just  up  on  the  stage  having  dinner,  just,  you  know,  as  part  of  the  show,  just  sort  of  minding  their  own  business.  So  look  truly,  and  I  see  Barry  Humphries  as  a  person  is  one  of  the  nicest  people  I've  ever  met.  The  only  age  just  go,  I  did  this  sort  of  little  special  for  Voxel  and  everything.  And  I  wanted  Barry  to  sort  of  bring  on,  and  he  was  working  as  Fagan  in  Oliver  in  London. (pause for 0.7s)  And  so  he  had  to  go  into  the  theatre,  be  hooked  up  and  everything.  And  I  said,  don't,  it's  not  paying  very  much.  There's  sort  of,  you  know,  guess,  appears.  He  said,  journey  for  you,  I'll  do  it  for  nothing.  Is  it  well  done?  And  he  was  doing  eight  shows  a  week  at  the  time.  And  I  just  cannot  say  enough  about  his  graciousness.","(pause, (pause"
Ray Dolby,RayDolby_0.wav," Well,  the  various  aspects  of  the  first  video  recorder  dating  to  1953, (pause for 1.4s)  1954,  or  even  before  that.  Yeah,  1953,  1954  is  fair  enough.  And  then  the  modulation  system  used, (pause for 1.2s)  the  motor  control  system  used  for  both  the  head  and  the  capstone  motor,  the  processing  amplifier, (pause for 0.8s)  which  totally  examined  and  reprocessed  all  of  the  signals  that  had  to  be  sent  out  onto  networks,  the  networks  were  very,  very  sensitive  to  anything (pause for 0.5s)  that  was  wrong  in  the  signal, (pause for 0.9s)  or  they  would  just  go  crazy. (pause for 3.4s)  I  designed  it.","(pause, (pause, (pause, (pause, (pause, (pause"
Ray Dolby,RayDolby_10.wav," was  something  that  people  had  been  striving  for,  had  been  hoping  for,  for  decades. (pause for 0.6s)  The  literature  of  the  1930s  is  a  repeat  with  the  examples  of  noise  reduction  systems  that  had  been  designed. (pause for 1.6s)  And  that  activity  carried  on  at  least  until  the  outbreak  of  the  Second  World  War.  Everyone  was  hoping  for  some  way  of  reducing  noise. (pause for 0.8s)  And  no  one  had  succeeded. (pause for 1.7s)  The  cure  always  seemed  to  be  worse  than  the  disease. (pause for 2.2s)  And  naturally  I  was  fascinated  by  this  problem. (pause for 0.5s)  I  had  been  working  at  Ampex  and  the  problem  of  noise  was  well  known  and  understood  by  the  engineers  working  in  that  field.  My  recognition  that  the  noise  is  really  very,  very  small  in  comparison  with  the  loudest  signal  that  one  deals  with  in  sound  recording. (pause for 1.0s)  The  professional  recorders  at  that  time  had  signal  to  noise  ratio  of  nominally  60  decibels.  That's  a  voltage  ratio  of  a  thousand  to  one.  In  other  words, (pause for 1.0s)  for  a  maximum  signal  height  of  this  much, (pause for 0.5s)  the  noise  is  extremely  small, (pause for 0.5s)  one  tenth  of  one  percent.  And  all  previous  noise  reduction  efforts  had...","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Woody Durham,woodydurham_0_2.wav," It  was  not  on  my  radar  or  anything. (pause for 0.5s)  Homer  Rice  was  the  athletic  director  then,  and  Homer  called  me  one  day  in  Greensboro  and  said,  what  do  you  have  about  driving  down  tomorrow  and  have  lunch  with  me?  I'd  like  to  talk  to  you  about  our  games. (pause for 1.0s)  And  to  be  a  nice  guy,  I  said, (pause for 0.6s)  yeah,  I'd  like  to  do  that. (pause for 0.6s)  So  I  did,  and  it  was  really  interesting,  because  the  next  day  when  I  walked  into  his  office,  and  I  have  a  pretty  good  idea,  Susan  Strobel, (pause for 0.5s)  who  was  the  administrative  assistant  to  the  athletic  director  for  a  number  of  years,  first  Chuck  Erickson,  then  Coach  Rab,  and  finally  Homer  Rice.  And  she  also  worked  for  John  Swapridson  before  she  retired. (pause for 0.7s)  And  I'd  known  Susan,  and  Susan  knew  I  went  to  school  at  Carolina. (pause for 0.8s)  And  I  think  she  probably  told  Homer  why  didn't  he  give  me  a  call. (pause for 1.0s)  And  so  when  I  walked  in  the  office  and  he  got  up  to  shake  my  hand  and  welcome  me,  he  said,  I  found  out  something  interesting  about  you  yesterday,  and  I  said,  really  what's  that?  He  said,  I  found  out  you  went  to  school  here. (pause for 0.5s)  And  I  laughed  and  I  said,  well,  Homer,  if  I've  been  doing  ACC  basketball  with  Jim  Thacker  and  Bones  McKinney  for  four  years (pause for 0.7s)  on  ACC  television,  and  you  didn't  know  it  all  yesterday,  that  I  went  to  school  here,  and  I've  been  doing  a  heck  of  a  job,  staying  neutral. (pause for 1.1s)  And  we  had  a  good  laugh  on  it.  But  then  I  got  interested  in  it,  and  decided  I'd  try  to  get  it.  And  Bill  Dooley  was  a  football  coach  in,  and  Coach  Smith  was  a  basketball  coach,  and  he  had  been  named  head  coach  while  I  was  in  school  in  the  summer  of  1961. (pause for 1.1s)  And  I  called  him  both,  and  I  said,  if  I  try  to  go  for  this,  would  you  give  me  your  support? (pause for 0.9s)  And  they  both  said  they  would,  and  they  did.  And  so  that's  how  it  all  got  started.  And  so  that's  how  it  all  got  started.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Sparky Anderson,SparkyAnderson_0.wav," Let  the  Phillips,  before  I  ever  started  to  mention,  told  me,  just  remember  you  are  going  to  deal  with  many  different  people.  Don't  want  them. (pause for 0.6s)  They're  all  different.  They  all  need  different  things. (pause for 0.7s)  But  my  wife,  above  everybody,  and  you  know  her,  well,  Carol, (pause for 0.8s)  I  always  depended  on  her.  I  would  call  her  every  night  after  a  ball  game  on  the  road. (pause for 0.7s)  And  if  I  had  had  something  happen  that  night,  and  I  was  angry,  and  I  was  going  to  like,  cat! (pause for 0.5s)  OK. (pause for 0.6s)  You're  going  to  check.  She  said,  all  I  want  you  to  do  is  go  over  it  and  over  it  tonight  and  tomorrow  before  you  get  to  the  park. (pause for 0.7s)  And  I  promised  you  you  will  make  the  right  decision. (pause for 1.1s)  And  she  was  always  right.  Because  she  said,  you  know  something? (pause for 0.8s)  Never  ask  someone  to  be  someone  they're  not. (pause for 1.5s)  And  that's,  and  you  know,  that  really  is  all  to  me,  a  manager.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Trevor Peacock,TrevorPeacock_5.wav," And  the  old  fellow  who's  come  back  to  Australia,  I've  got  his  name  now,  the  very  least  I've  ever  heard. (pause for 1.0s)  Now  it  was  great,  it  was  great. (pause for 1.1s)  And  we  knew  after  a  while, (pause for 0.6s)  I  wasn't  actually  knocked  out  when  it  first  script  first  came. (pause for 0.9s)  In  fact,  because  I  thought  some  people  would  be  offended, (pause for 0.7s)  a  lady,  because  at  that  time  there  was  a  great  debate  going  on  in  the  country  about,  you  know,  a  guy  called  that  women  priestess,  ridiculous.","(pause, (pause, (pause, (pause, (pause"
Ronald Reagan,RonaldReagan_5.wav," of  us  had  that  same  feeling. (pause for 1.0s)  And  I  think  that  what  Duke  felt  was  what  I  felt  at  the  time  and  that  is  the  great  immorality  of  the  Vietnam  War  was  for  our  government  to  be  asking  young  men  to  give  up  their  lives  in  that  war  when  the  government  had  no  intention  of  winning  it  because  they  were  afraid  of  what  might  follow  that  might  be  worse  if  we  tried  to  win  that  particular  war. (pause for 0.9s)  And  as  I  say,  I  think  that  was  the  great  immorality.  I  think  Duke  felt  the  same. (pause for 0.6s)  When  he  made  a  green  berets, (pause for 0.7s)  there  was  something  more  going  on  in  Hollywood  at  that  time  than  just  whether  people  weren't  in  favor  of  the  war. (pause for 1.4s)  I  remember  that  we'd  call  the  theater  when  the  picture  first  opened  it  opened  to  reserve  seats  like  a  play  would  be. (pause for 0.9s)  And  Nancy  and  I  couldn't  get  tickets  to  it.  And  we'd  call  the  box  office  and  say  does  anyone  turn  in  their  tickets  or  anything  that  we  could  and  we  couldn't. (pause for 0.7s)  And  finally, (pause for 2.5s)  we  called  someone  else  that  was  supposed  to  be  in  charge  of  the  tickets  and  found  out  that  there  were  tickets  for  any  night  you  wanted  them. (pause for 1.8s)  But  you  were  being  told  that  the  box  office  that  there  weren't  any  tickets  available. (pause for 0.7s)  In  other  words,  the  people  who  were  supposed  to  be  promoting  the  attendance  of  that  picture  were  literally  keeping  people  away.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Ronald Reagan,RonaldReagan_10.wav," interview  is  over  later  this  afternoon  at  3  o 'clock. (pause for 0.6s)  I  will  be  making  a  statement  to  our  own  press,  well  to  all  the  press, (pause for 0.8s)  and  to  the  effect  that  we  have  been  studying  the  Soviet  proposal. (pause for 1.4s)  And  tomorrow,  in  Geneva, (pause for 0.9s)  our  team  at  the  Disarmament  Conference  will  be  presenting  our  reply,  which  will  be  a  proposal  that  reflects  the  thinking  of  the  original  proposal  that  we  had,  but  also  of  this  latest.  Indeed,  it  will  show  that  we  are  accepting (pause for 0.8s)  some  of  the  figures  that  were  in  this  counter -proposal  by  the  Secretary  General. (pause for 1.1s)  There  are  some  points  in  which  we  have  offered  compromises  between  some  figures  of  theirs  and  some  of  ours, (pause for 0.8s)  but  that  will  all  be,  all  those  figures  will  be  available  tomorrow,  and  I  will  simply  be  stating  today  that  we  have, (pause for 0.7s)  that  that  is  going  to  take  place  tomorrow  in  Geneva. (pause for 0.5s)  But  it  is  a  detailed  counter -proposal  that,  to  a  counter -proposal,  as  is  proper  in  negotiations, (pause for 0.7s)  that  will  reflect,  as  I  say,  the  acceptance  in  our  part  of  some  of  this  latest  proposal,  as  well  as  compromises  with  our","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Estelle Getty,EstelleGetty_15.wav, I  guess  I  was  a  feminist  before  it  was  fashionable  because  that's  what  I  did. (pause for 0.7s)  I  had  a  home  and  kids  and  a  career  and  worked  in  an  office  and  you  know...,(pause
Peter Max,PeterMax_15.wav," My  most  important  thing  that  I  have  to  do  when  I  do  a  piece  of  artwork  is  to  be  mindless. (pause for 0.5s)  I  take  it,  in  this  case,  a  black  piece  of  paper,  some  colored  pencils,  and  I  don't  want  to  know  what's  going  to  happen.  I  just  let  it  occur.  It's  like  a  jazz  pianist  sitting  down  and  he's  going  to  innovate  some  jazz,  either",(pause
Peter Max,PeterMax_10.wav," you  know,  something  when  I  start  a  painting, (pause for 0.6s)  I  don't  want  to  know  what  I'm  painting. (pause for 0.5s)  All  I  want  to  do  is  I  pick  up  a  color,  I'm  going  to  put  it  like  an  upper  right  hand  corner. (pause for 0.6s)  Then  I  want  to  match  it  with  something  else,  I  put  it  another.  Once  I've  got  a  bunch  of  colors, (pause for 0.5s)  then  something  wants  to  happen  and  I  go  along  with  it.  So  it's  not  like  I  start  out  and  say,  oh,  I'm  going  to  do  two  profiles  next  to  each  other. (pause for 0.7s)  But  I  may  sometimes  pick  up  a  brush  and  do  a  profile  and  then  I'll  decide  to  do  another  one  and  that's  how  it  happens.  And  I  let  it  occur  just  like  a  jazz  musician  sometimes  sits  down  and  he  just  dabbles  and  before  you  know  as  he  repeats  it  and  repeats  it  and  suddenly  people  go.","(pause, (pause, (pause, (pause, (pause"
Abe Burrows,AbeBurrows_5.wav," to  me.  Bob  was,  he  was  worried.  When  I  became  a  performer,  he  was  worried  that  I  would  do  what  he  did.  He  gave  them  a  long  story  because  once  he  started  to  act,  he  stopped  writing. (pause for 1.6s)  Bob  told  me  a  story.  He  says,  he  stopped  writing,  gave  up  his  typewriter  and  the  Herald  Tribune,  he  told  me  a  story  once  that  the  Herald  Tribune  had  an  editorial  that  Bob  Benchley  is  giving  up  his  typewriter. (pause for 0.6s)  And  Bob  says,  you  know  what  I  got  from  that,  he  said  I  got  about  100  letters  asking  for  the  typewriter. (pause for 1.6s)  But  he  walked  up  to  me  at  a  party  one  day  and  he  says,  could  you  write  a  song  for  me  called  Two  Little  Words  I  Love  You?  And  I  wrote  such  a  song. (pause for 0.6s)  And  we  became  very  good  friends.  He  was  marvelous  to  me,  but  he  was  one  who  chiefly  encouraged  me  to  stay  with  writing  and  not  just,  you  know,  when  I  was  acting,  when  I  was  performing,  after  a  while  nightclubs,  I  stopped  creating  for  a  while.  I  stopped  writing. (pause for 1.2s)  Well,  what  you  do  in  nightclubs  and  it'll  tell  you,  you  begin  to  do  the  sure  things,  your  best  things,  and  you  don't  dare  try  anything  new. (pause for 0.6s)  You  might  get  hit  with  a  high  ball  glass. (pause for 1.4s)  And  that  stops  you  for  a  while.  But  I  went  back  then.","(pause, (pause, (pause, (pause, (pause, (pause, (pause"
Casey Kasem,CaseyKasem_15.wav," I  was  quiet  during  the  Vietnam  War  and  I  did  a  lot  of  talking  but  I  only  talked  to  people  that  I  knew  and  what  I  should  have  been  doing  is  probably  getting  out  there  and  stretching  out  in  front  of  some  of  those  buses  that  were  shipping  supplies  to  Vietnam  and  at  this  time  I  knew  that  I  had  a  little  more  than  that  and  all  of  these  things  that  I'm  into,  I  like  it  to  be  hands -on  and  not  just  talk  because  there's  so  many  people  who  talk  and  don't  do  much.  God  bless  them  for  even  thinking  about  it  because  that's  important  too. (pause for 0.6s)  You  plant  seeds  when  you  tell  people  things  that  you  believe  in  but  you  have  to  get  out  there  and  you  have  to  hit  the  rallies  and  you  have  to  use  all  these  resources  to  do  whatever  you  can  to  turn  things  around  and  make  this  world  a  better  place  and  so  that's  why  we're  involved  the  way  we  are  and  that's  why  we're  outspoken  and  visible  and  so  on. (pause for 0.8s)  Do  you  ever  think  that  there's","(pause, (pause"
Casey Kasem,CaseyKasem_5.wav," something  that  someone  else  is  experiencing, (pause for 0.6s)  usually  it's  highly  emotional  and  the  more  emotionally  they  become,  the  more  tears  come  to  the  eyes  of  a  listener  and  to  the  guy  who  delivers  the...",(pause
